Data,BG000,GM000,GM001,PN000,PS001,PS000,BD000,BD002,BD003,BD005,BD007,BD009,BD010,JT000,PP010,GV001,GV002,VD000,LB000,LB001,LB003,IP003,IP010,IP006,AR000,PD000,CP100,CP004,CP005,CP008,LM002,VR000,UR000,BT000,BT001,FL000,FL004
2008-04-16,230,23,,23,700,700,23,23,23,23,23,23,23,,33,3500,16000,490,3500,,1700,330,130,170,170,79,130,16000,330,490,49,79,79,16000,9200,5400,1700
2009-04-22,1100,23,,33,9200,9200,220,33,23,33,23,33,33,170,49,330,230,130,330,,230,3500,1100,490,330,460,1300,1300,490,700,790,110,1300,16000,16000,3500,5400
2009-04-27,170,33,,49,23,23,23,23,49,23,33,33,2400,,3500,2400,3500,49,23,,790,23,49,23,23,23,540,240,33,33,33,23,5400,16000,240,700,1700
2009-04-29,79,23,,23,23,23,23,23,23,23,23,33,49,,790,2400,1300,79,33,,49,130,23,23,23,49,230,5400,230,23,33,79,3500,16000,16000,16000,3500
2009-05-04,490,23,,23,330,23,23,490,130,33,23,2400,5400,,790,2400,2400,2400,790,,490,110,220,33,49,23,33,23,33,49,23,33,79,16000,16000,490,490
2009-05-07,79,23,,33,110,330,230,23,23,23,23,33,230,,700,170,79,33,490,,1700,1300,23,49,33,33,79,23,23,33,33,49,2400,16000,16000,3500,1400
2009-05-11,490,23,,23,49,130,79,23,23,23,23,23,49,,33,79,33,33,230,,130,49,49,230,2400,79,79,23,49,23,23,23,49,3500,16000,16000,1300
2009-05-14,49,23,,23,23,23,23,23,23,23,23,49,79,,140,5400,5400,130,170,,230,23,23,23,33,23,23,23,23,23,23,33,79,230,330,1100,2400
2009-05-18,230,23,,23,79,33,33,23,23,33,79,9200,9200,,330,1700,2200,23,33,,23,23,23,23,49,33,23,23,23,23,23,33,70,1300,790,330,49
2009-05-21,490,23,,33,23,23,23,23,23,130,33,2200,3500,,130,2400,490,33,23,,33,23,23,23,23,23,3500,230,23,23,23,23,490,790,330,2400,490
2009-05-25,330,23,,33,33,33,23,33,23,23,23,230,130,,23,2400,2400,33,16000,,16000,16000,330,790,23,23,23,23,23,23,79,33,230,16000,3500,130,79
2009-05-28,540,33,,33,79,33,23,23,23,23,33,49,330,,490,2400,2400,33,3500,,23,23,330,33,33,23,23,23,23,490,79,49,3500,3500,2400,1100,790
2009-06-01,170,23,,23,49,23,23,23,23,23,23,33,33,,49,170,79,110,490,,1100,700,1700,3500,9200,3500,1700,1700,230,330,330,330,16000,230,490,130,130
2009-06-04,33,23,,23,490,230,33,23,23,23,23,23,23,,49,33,23,230,490,,330,490,330,230,330,79,130,79,79,33,49,49,230,16000,9200,330,330
2009-06-08,130,23,,23,220,460,79,23,23,23,23,23,23,,49,49,33,130,5400,,3500,5400,1300,2400,140,79,46,33,23,33,230,110,220,16000,5400,79,110
2009-06-15,230,23,,23,130,130,23,23,33,23,23,230,230,,1300,16000,3500,49,49,,23,49,23,33,23,23,49,33,23,33,23,23,79,5400,5400,330,490
2009-06-18,79,33,,23,3500,790,33,23,23,23,23,23,32,,33,2400,1700,79,130,,110,130,170,79,700,110,33,33,130,49,170,33,16000,16000,16000,490,230
2009-06-22,230,23,,49,33,23,33,33,23,330,110,3500,5400,23,330,79,330,33,70,,33,23,23,23,23,23,23,23,23,79,23,23,1300,16000,9200,170,330
2009-06-25,130,23,,23,240,240,23,23,23,79,23,33,23,49,79,5400,3500,110,130,,49,2400,49,23,330,23,49,23,23,23,23,23,790,2400,5400,3500,49
2009-06-29,240,23,,23,790,490,23,33,33,33,23,330,330,,790,790,790,110,490,,130,130,240,170,79,330,330,240,490,330,330,70,490,16000,9200,2200,790
2009-07-02,490,33,,23,230,330,23,23,49,23,23,23,1300,,230,790,490,330,230,,330,330,230,230,490,49,330,23,33,130,23,130,16000,2400,9200,1300,3500
2009-07-06,23,33,,23,79,23,49,23,23,23,33,2400,5400,79,790,1300,5400,790,230,,230,330,230,23,79,49,23,33,23,23,23,33,5400,16000,16000,1300,1300
2009-07-09,130,110,,33,79,49,49,23,33,33,33,230,330,230,330,790,490,33,330,,490,790,130,130,23,23,230,490,230,230,230,490,130,790,2400,3500,2400
2009-07-13,79,23,,23,23,33,49,49,49,33,23,49,23,,790,49,490,79,490,,330,230,230,330,330,79,49,33,23,49,23,33,230,16000,16000,330,79
2009-07-16,230,23,,23,2400,33,23,23,23,23,23,490,170,,33,490,330,490,940,,330,330,490,490,230,49,230,49,49,23,23,79,16000,16000,16000,5400,9200
2009-07-20,79,33,,49,490,230,79,33,23,33,23,23,23,,490,49,49,3500,9200,,1300,5400,1400,490,330,230,33,23,23,23,33,130,16000,16000,9200,3300,2400
2009-07-23,23,33,,23,33,33,490,23,23,49,23,2400,3500,79,230,1100,3500,170,33,,33,23,23,23,23,23,23,33,130,33,23,49,230,16000,16000,3500,5400
2009-07-27,790,23,,23,130,490,130,23,23,33,23,33,79,,33,3500,9200,790,1100,,1300,2200,70,2400,1700,1300,79,33,79,49,79,79,2400,16000,16000,170,330
2009-07-30,1300,23,,23,330,79,49,33,23,33,23,79,230,,110,1300,1300,490,1400,,490,790,490,330,330,330,330,79,130,330,23,49,16000,16000,16000,790,490
2009-08-03,79,23,,33,23,23,23,23,23,23,33,1700,9200,1100,940,3500,9200,1100,220,,1100,130,140,79,49,79,23,23,49,230,49,23,330,16000,16000,790,170
2009-08-06,79,23,,23,33,23,23,23,23,79,49,2800,3500,130,230,2400,2400,130,230,,170,220,33,230,33,33,330,49,23,33,130,49,330,16000,2400,3500,2400
2009-08-10,330,23,,23,33,23,23,23,23,23,23,33,79,,490,1100,5400,49,23,,23,33,23,49,23,23,49,23,23,23,490,9200,3500,16000,5400,5400,330
2009-08-13,170,23,,33,23,23,49,49,23,140,49,490,170,,490,2400,1300,33,49,,23,23,23,23,33,23,23,23,23,23,33,49,9200,16000,16000,790,490
2009-08-17,490,23,,49,33,49,79,23,23,23,23,3500,3500,1400,3500,9200,16000,23,33,,49,23,33,23,33,33,220,110,23,23,23,23,130,9200,5400,700,240
2009-08-20,700,23,,23,170,23,23,23,23,23,23,33,33,,1100,3500,1700,33,2800,,3500,2400,2200,3500,3500,790,33,33,330,230,220,330,16000,16000,16000,16000,16000
2009-08-24,110,23,,33,23,33,23,23,23,23,79,1100,3500,,790,490,330,490,230,,5400,33,330,130,79,110,49,79,49,49,49,33,16000,16000,1400,1400,2400
2009-08-27,79,23,,49,33,23,33,23,33,240,79,130,33,,330,330,130,70,130,,110,110,130,220,330,1700,1700,110,33,79,33,79,9200,2400,3500,490,490
2009-08-31,2400,23,,23,23,23,23,23,49,49,23,9200,9200,790,33,230,490,49,490,,790,23,33,23,49,23,5400,33,33,23,23,130,5400,5400,2200,230,790
2009-09-03,490,23,,23,230,790,33,23,23,49,23,490,1300,490,79,3500,2400,23,49,,2400,49,33,23,23,23,5400,33,490,33,23,49,790,9200,5400,2400,3500
2009-09-10,2400,23,,23,79,230,5400,2400,2400,23,23,49,79,,130,490,3500,790,790,,330,130,230,49,33,33,230,23,23,23,130,49,9200,16000,16000,790,1300
2009-09-14,330,23,,23,23,23,33,33,23,33,23,5400,5400,,79,1300,330,130,330,,490,490,230,330,49,230,49,23,23,23,49,23,3500,16000,5400,330,1700
2009-09-17,79,23,,33,23,23,23,33,33,23,23,5400,3500,9200,490,330,330,1300,2400,,16000,330,330,330,130,49,79,49,130,23,49,130,5400,16000,16000,330,1300
2009-09-21,170,23,,23,79,79,23,33,23,33,23,23,46,,230,790,790,110,3500,,330,330,230,110,220,79,220,490,170,130,79,79,3500,5400,9200,9200,3500
2009-09-24,230,49,,49,330,330,49,23,230,130,230,790,230,,490,790,790,79,1300,,1300,1300,490,330,49,49,130,79,1300,1300,16000,330,2400,16000,16000,16000,16000
2009-09-28,490,230,,460,490,790,490,130,33,790,490,5400,9200,,230,330,490,49,130,,790,130,33,23,49,49,79,790,230,490,16000,49,33,3500,790,49,130
2009-10-05,790,33,,33,49,23,23,49,23,23,23,1300,1100,,490,5400,3500,230,1300,,1100,49,23,23,23,79,33,49,23,33,230,33,490,16000,16000,490,1300
2009-10-08,790,23,,33,33,130,49,23,23,23,23,23,23,,1300,16000,16000,330,490,,3500,790,330,490,1300,490,33,23,170,490,790,130,9200,16000,16000,16000,16000
2009-10-15,230,33,,33,23,79,33,23,23,23,23,1300,5400,,330,2400,2400,49,790,,330,49,23,23,23,23,130,33,33,49,23,790,2400,16000,16000,1300,1300
2009-10-19,1300,23,,23,23,33,33,23,23,330,130,330,5400,79,49,1300,490,130,33,,79,130,230,49,79,49,49,330,33,23,130,23,330,16000,16000,490,490
2009-10-22,1300,79,,23,23,23,23,33,33,23,23,49,79,,490,1300,490,79,49,,23,33,49,33,79,230,230,79,79,33,33,49,490,3500,3500,5400,16000
2009-10-29,330,49,,23,790,1100,33,23,49,33,49,5400,3500,,9200,1300,790,1100,230,,2400,2800,490,79,33,33,490,1300,220,1700,700,700,3500,16000,16000,5400,330
2009-11-05,490,79,,33,33,33,3500,33,23,23,23,330,490,,230,790,230,230,23,,130,23,23,23,49,23,330,49,23,23,49,23,490,16000,16000,9200,330
2009-11-09,1700,330,,23,23,230,79,23,23,23,23,130,330,230,49,2400,2400,490,130,,330,490,49,23,49,23,330,49,110,330,23,79,490,16000,16000,9200,330
2009-11-12,5400,230,,79,49,49,33,23,33,33,23,9200,16000,1300,2400,16000,16000,330,490,,2400,330,33,33,79,79,3500,79,49,23,49,49,5400,16000,16000,2400,3500
2009-11-16,16000,790,,2400,,230,33,33,33,130,79,23,130,490,490,16000,5400,16000,16000,,3500,16000,2400,2400,230,33,130,1300,9200,1300,330,23,3500,16000,16000,2400,5400
2009-11-23,230,23,,23,23,33,33,23,23,33,79,330,330,170,1700,2400,5400,23,49,,9200,49,33,33,1300,33,140,49,23,49,23,49,790,9200,1300,700,490
2009-11-26,230,23,,49,23,23,49,33,33,130,130,1300,2400,130,1100,3500,2400,490,790,,9200,490,33,33,49,33,130,23,49,23,23,23,700,5400,9200,700,490
2009-11-30,700,79,,23,130,330,33,1100,23,33,79,23,49,49,49,2400,3500,33,49,,170,2400,33,49,130,23,79,130,130,33,70,130,1300,16000,16000,2400,9200
2009-12-03,790,79,,23,79,130,79,33,23,33,23,790,230,130,5400,16000,16000,79,49,,1100,33,79,49,23,330,230,490,1700,330,230,330,1300,790,790,1300,330
2009-12-07,490,23,,49,490,490,130,23,49,79,230,79,79,,330,9200,16000,79,3500,,490,790,230,230,170,49,170,170,79,49,49,79,5400,16000,16000,2400,1700
2009-12-10,5400,330,,23,330,490,230,23,490,33,33,490,9200,49,790,1300,790,5400,16000,,130,16000,9200,2400,230,330,3500,5400,16000,330,2400,1300,16000,16000,16000,2400,5400
2009-12-14,330,49,,33,2400,490,330,33,33,33,23,23,23,79,130,49,49,1300,9200,,3500,3500,16000,2400,3500,230,1300,79,79,230,230,330,16000,16000,16000,16000,9200
2009-12-17,330,23,,23,79,49,23,49,49,490,330,330,1300,49,1300,5400,5400,170,130,,110,23,23,130,23,33,70,23,23,49,3500,23,490,16000,16000,9200,16000
2009-12-21,33,33,,23,23,23,23,23,23,330,490,79,33,23,1300,9200,16000,490,130,,790,23,23,33,33,79,49,33,23,33,23,79,2400,9200,9200,3500,1300
2009-12-28,490,230,,23,330,230,490,23,23,23,23,230,1300,490,490,3500,9200,490,790,,330,230,330,9200,130,1300,490,1300,490,790,790,330,2300,16000,16000,16000,3500
2010-01-04,330,230,,23,49,49,23,23,23,49,33,330,330,130,330,2400,3500,33,790,,33,23,33,49,23,79,490,23,110,230,130,230,2400,9200,5400,5400,230
2010-01-07,5400,5400,,49,1300,170,79,33,49,49,33,3500,1700,1100,170,16000,5400,70,1100,,16000,16000,70,170,170,79,270,1300,70,1300,16000,70,16000,16000,16000,16000,9200
2010-01-11,5400,23,,23,79,49,33,23,23,23,23,33,490,33,2400,9200,16000,79,23,,330,23,33,33,230,33,79,33,49,33,49,490,790,1300,16000,790,490
2010-01-14,170,2400,,23,23,33,23,23,23,49,23,70,49,330,790,3500,16000,49,230,,16000,16000,49,79,79,23,23,33,33,23,23,490,5400,16000,5400,490,270
2010-01-18,1100,110,,23,49,70,79,23,23,330,79,33,79,110,130,5400,5400,330,790,,220,230,23,23,3500,49,170,33,49,33,490,79,330,16000,16000,5400,1100
2010-01-21,79,33,,23,33,49,490,33,23,23,130,330,230,230,5400,5400,9200,9200,2400,,16000,3500,490,130,230,230,230,79,2400,33,1300,49,3500,16000,16000,790,230
2010-01-25,,,,,,,,,,,,,,,,,,,2400,,16000,49,23,49,49,49,2400,5400,3500,33,2400,330,16000,16000,16000,1700,1700
2010-01-26,490,33,,33,33,33,23,23,790,330,460,16000,16000,490,3500,5400,9200,230,,,,,,,,,,,,,,,,,,,
2010-01-28,790,49,,33,23,23,23,33,33,33,33,130,230,130,5400,9200,5400,330,16000,,16000,49,33,49,33,70,490,49,49,49,23,79,790,16000,9200,16000,5400
2010-02-01,330,23,33,33,23,23,79,23,23,23,23,33,49,33,790,1700,2400,2800,790,,790,33,33,49,23,79,130,23,79,23,49,23,340,16000,16000,9200,3500
2010-02-04,330,23,23,23,23,33,33,23,23,23,23,79,460,330,790,16000,16000,1300,49,,5400,33,130,23,33,33,130,70,490,330,23,33,1300,9200,1300,1300,2400
2010-02-08,490,33,23,23,23,33,23,23,23,23,23,49,23,170,490,790,330,230,33,,49,33,33,49,230,23,130,33,33,49,33,49,1400,9200,1300,1300,2400
2010-02-11,460,130,23,23,23,23,79,23,23,33,79,49,23,330,230,5400,9200,790,790,,1300,230,1700,49,49,70,230,230,33,23,33,170,79,1100,2200,16000,16000
2010-02-18,5400,110,33,23,49,33,49,33,79,130,90,130,79,1300,1300,9200,9200,5400,16000,,16000,5400,2400,1300,330,330,230,230,79,330,230,170,3500,16000,16000,16000,16000
2010-02-22,1300,33,23,23,33,49,23,79,49,130,49,280,130,1300,1300,5400,9200,3500,23,,23,5400,2400,130,230,23,230,330,79,330,130,130,3500,16000,16000,16000,16000
2010-02-25,16000,490,23,23,33,49,23,23,23,23,33,49,330,490,49,79,79,230,9200,,5400,16000,16000,16000,5400,3500,330,33,220,490,70,110,3500,1100,330,3500,2200
2010-03-01,16000,23,23,330,490,490,490,790,490,330,790,5400,16000,790,16000,16000,9200,16000,5400,,16000,16000,490,1100,490,230,79,16000,16000,16000,3500,230,3500,16000,16000,5400,16000
2010-03-04,790,33,33,33,230,3500,23,49,23,700,700,2400,16000,230,790,16000,3500,700,3500,,490,490,330,330,330,790,79,330,330,330,330,230,790,16000,2200,2400,3500
2010-03-08,1100,790,23,490,49,79,490,330,330,2200,790,3500,16000,1100,2400,3500,16000,2400,490,,3500,330,330,230,170,790,79,330,33,170,170,330,16000,16000,16000,16000,9200
2010-03-11,240,23,23,23,23,1300,49,49,23,130,240,2400,3500,240,330,33,16000,130,130,,790,16000,23,23,79,33,23,33,23,23,23,49,490,16000,3500,3500,1300
2010-03-15,1100,78,170,49,490,16000,79,23,33,23,23,23,1300,16000,1300,16000,16000,3500,16000,,1300,230,230,2300,490,130,230,33,49,49,230,230,16000,16000,2300,5400,16000
2010-03-18,9200,330,110,33,700,5400,130,33,33,23,33,140,16000,490,700,130,110,460,9200,,330,2400,9200,3500,2400,2400,330,230,230,490,1300,130,16000,16000,16000,9200,16000
2010-03-22,110,49,23,23,70,16000,33,23,23,23,23,33,49,79,49,16000,5400,1100,1400,,16000,700,79,79,130,79,330,330,230,130,130,230,130,16000,16000,700,490
2010-03-25,490,33,23,23,330,70,23,23,23,23,23,33,790,79,130,170,330,23,79,,1300,23,1300,23,110,79,490,33,130,330,170,33,3500,16000,16000,16000,2400
2010-03-29,220,23,49,23,330,230,23,33,33,23,23,1300,5400,130,700,790,330,140,49,,49,33,110,130,23,79,49,330,23,33,23,49,5400,16000,16000,16000,9200
2010-04-15,,,,33,9200,16000,23,33,33,170,790,2400,9200,70,5400,2400,2400,130,490,,16000,23,23,23,33,23,23,1700,49,23,23,79,16000,16000,9200,2400,490
2010-04-19,,,,23,23,23,23,23,23,23,23,79,79,,5400,490,1300,33,23,,260,140,33,23,33,23,33,49,23,23,230,49,1300,16000,16000,2200,2400
2010-04-26,,,,23,33,23,23,23,33,23,33,3500,5400,,1700,5400,2400,49,330,,230,2400,33,23,33,33,130,33,33,49,33,49,3500,3500,790,700,1100
2010-04-29,,,,23,5400,5400,33,23,23,33,23,23,9200,,3500,2400,2400,2400,16000,,9200,2400,790,3500,490,2400,16000,16000,9200,5400,2400,2200,16000,16000,16000,16000,16000
2010-05-03,,,,33,490,130,23,23,23,23,33,33,33,,2400,9200,3500,23,230,,49,33,23,33,23,23,33,230,49,23,23,33,33,1300,3500,16000,16000
2010-05-06,,,,23,130,230,33,33,23,23,23,23,49,33,230,790,790,49,79,,49,33,23,23,33,33,33,70,23,23,23,79,9200,5400,2400,5400,5400
2010-05-10,,,,49,2200,5400,110,23,79,33,23,33,9200,490,1100,790,490,33,170,,490,1700,1300,700,790,790,70,130,490,130,170,230,3500,16000,16000,3500,2400
2010-05-13,,,,170,23,49,330,230,700,230,490,3500,9200,1100,940,490,5400,330,230,,330,230,130,230,330,23,33,33,33,23,23,49,3500,16000,3500,9200,5400
2010-05-17,,,,33,170,460,23,23,23,33,33,130,79,130,1700,9200,16000,23,49,,49,79,49,33,23,23,23,23,23,33,23,790,9200,9200,2400,1700,1100
2010-05-20,,,,79,23,33,23,33,23,490,110,490,490,,2400,790,1400,23,23,,23,23,23,23,23,23,23,49,23,23,23,23,490,16000,16000,33,130
2010-05-24,,,,70,23,23,23,49,70,49,23,2400,16000,16000,2400,2400,2400,33,33,,33,23,33,33,23,23,23,49,33,33,33,130,79,16000,16000,1100,1300
2010-05-27,,,,23,23,23,33,23,23,170,49,16000,5400,,330,1300,700,490,330,,49,49,49,23,49,79,23,23,23,23,23,23,130,16000,16000,790,230
2010-06-01,,,,33,33,23,23,23,33,49,23,33,49,40,330,9200,9200,23,49,,23,790,23,23,23,23,23,23,33,49,23,23,3500,16000,16000,490,170
2010-06-07,,,,49,490,230,33,33,23,23,23,23,33,,23,33,49,330,330,,1300,330,330,330,490,490,130,140,79,79,110,79,1700,16000,16000,49,16000
2010-06-10,,,,23,230,230,23,23,23,23,23,33,23,490,23,790,230,490,1300,,790,1300,330,490,330,130,130,49,230,1300,490,49,49,16000,16000,1300,790
2010-06-14,,,,330,490,2400,170,230,79,110,70,790,790,,490,490,330,79,220,,130,23,23,23,23,23,23,23,23,49,23,23,790,16000,16000,230,1300
2010-06-17,,,,130,130,230,79,170,330,790,1700,700,330,,1300,700,2400,490,130,,230,130,33,49,130,490,33,33,23,23,49,33,2200,16000,16000,790,230
2010-06-21,,,,23,2400,330,49,23,23,130,23,23,230,,23,790,230,2400,79,,230,79,130,49,33,33,23,23,23,23,23,79,2400,16000,16000,49,49
2010-06-28,,,,23,1300,490,23,23,23,23,23,1300,1300,70,130,1300,790,23,33,,33,3500,23,23,49,79,79,49,70,130,130,130,2400,16000,16000,490,330
2010-07-05,,,,23,79,33,23,23,33,79,79,790,790,,170,79,79,790,49,,23,23,49,33,23,23,49,33,23,33,23,23,79,16000,16000,33,23
2010-07-08,,,,23,23,23,23,23,23,23,23,79,2200,49,220,790,330,23,23,,23,23,23,23,23,23,23,33,23,23,23,23,220,16000,16000,790,490
2010-07-12,,,,23,33,49,33,23,23,23,23,23,33,33,23,130,490,23,33,,33,23,23,33,23,23,33,23,23,23,23,23,490,16000,16000,230,49
2010-07-15,,,,23,1300,790,23,130,230,110,170,49,49,,460,79,230,790,790,,230,790,1700,790,330,230,140,230,79,40,79,170,1100,16000,16000,3500,3500
2010-07-19,,,,49,2400,220,23,79,170,130,170,1700,330,,1700,1300,1100,23,79,,23,790,33,49,33,33,330,16000,110,23,33,23,3500,16000,16000,1300,1300
2010-07-22,,,,49,49,49,33,23,23,23,23,16000,16000,330,9200,16000,16000,23,16000,,790,33,49,110,33,330,130,130,130,23,230,33,49,16000,16000,2200,3500
2010-07-26,,,,33,110,330,23,23,49,23,33,330,940,79,3500,3500,3500,49,330,,3500,1300,490,330,490,330,23,79,49,49,170,33,700,16000,16000,330,330
2010-07-29,,,,23,1100,790,23,23,23,79,79,49,140,79,330,790,1700,700,230,,33,33,130,49,33,49,70,49,49,49,33,170,5400,16000,16000,2800,490
2010-08-02,,,,23,23,33,23,23,23,23,23,130,94,,790,490,490,130,33,,23,23,130,33,94,1300,110,130,140,49,49,49,49,16000,16000,490,330
2010-08-05,,,,23,230,330,23,23,33,23,23,33,49,,49,23,23,490,790,,490,700,790,330,330,230,33,79,330,490,49,49,330,16000,16000,3500,1300
2010-08-09,,,,49,23,33,23,23,23,330,110,1300,9200,49,790,1700,3500,23,,,,,,,,,,,,,,,,,,,
2010-08-10,,,,,,,,,,,,,,,,,,,490,,330,1300,230,130,330,110,23,33,410,13,330,23,93,16000,9200,490,490
2010-08-12,,,,49,23,130,23,23,23,130,230,230,790,,2400,3500,9200,23,23,,49,23,33,23,23,23,33,23,23,23,23,33,5400,16000,16000,490,1300
2010-08-16,,,,33,33,23,23,23,23,23,23,23,49,,110,23,170,330,700,,130,110,230,230,230,230,49,130,330,490,49,49,220,16000,16000,79,230
2010-08-19,,,,70,23,23,23,220,79,230,130,9200,16000,,1400,700,1700,23,33,,23,23,33,23,33,23,33,23,23,23,33,23,9200,16000,16000,790,790
2010-08-23,,,,23,23,33,23,23,23,23,23,49,490,,49,3500,2400,33,230,,170,170,330,130,33,79,23,33,33,23,79,23,79,16000,16000,49,33
2010-08-26,,,,33,46,33,49,23,23,33,33,23,23,,330,16000,16000,33,33,,230,33,49,130,23,23,33,33,33,33,23,23,490,16000,16000,170,170
2010-08-30,,,,23,33,23,23,23,23,23,23,33,40,,1100,16000,9200,33,33,,23,33,23,23,23,33,33,33,23,23,23,33,1300,16000,16000,790,2400
2010-09-02,,,,23,23,23,23,23,23,230,170,16000,16000,1700,3500,2400,16000,16000,790,,79,49,23,23,33,490,33,130,49,33,33,49,330,9200,5400,23,33
2010-09-09,,,,33,2400,2400,23,23,23,130,230,1300,1300,,3500,1300,2200,700,3500,,5400,1100,1700,790,230,790,1300,700,130,330,130,70,3500,16000,16000,5400,5400
2010-09-13,,,,33,23,33,33,33,33,33,33,330,330,79,9200,3500,5400,49,79,,130,23,33,23,33,23,49,23,23,23,23,49,110,790,110,330,230
2010-09-16,,,,23,33,33,23,23,23,170,33,23,23,,230,490,1300,230,330,,130,460,490,490,230,170,79,33,49,49,49,220,1100,490,2400,79,49
2010-09-20,,,,23,23,23,49,23,23,49,49,5400,5400,330,5400,3500,16000,49,110,,49,23,33,33,23,33,33,49,49,33,33,33,16000,1700,79,5400,1300
2010-09-23,,,,49,23,23,33,33,23,23,23,790,700,49,1700,9200,3500,49,79,,33,49,49,79,33,33,33,33,790,790,1700,230,3500,5400,330,230,330
2010-09-27,,,,23,23,23,23,23,23,49,23,49,49,230,1300,16000,16000,1300,9200,,330,230,330,130,330,23,33,23,23,33,130,49,3500,16000,16000,490,130
2010-09-30,,,,33,23,23,23,23,23,23,23,79,33,23,3500,5400,5400,70,23,,23,23,23,23,23,33,49,33,33,23,23,70,1400,790,2400,23,23
2010-10-04,,,,23,790,790,23,23,23,23,23,170,3500,790,230,49,490,460,330,,1100,79,330,220,130,130,1700,79,230,130,130,330,2400,16000,16000,170,49
2010-10-14,,,,23,33,23,23,49,33,49,23,49,49,79,330,490,790,23,23,,23,23,23,33,23,23,23,23,23,23,23,23,79,130,490,33,49
2010-10-18,,,,23,23,23,23,23,23,23,23,23,23,,33,33,23,23,330,,330,170,23,23,23,23,23,23,23,23,23,49,330,16000,16000,3500,9200
2010-10-21,,,,23,23,23,49,33,23,23,23,490,230,,230,330,330,230,33,,23,23,23,23,33,23,110,23,49,23,,70,5400,16000,16000,16000,16000
2010-10-25,,,,33,33,79,49,33,23,23,33,33,49,,330,5400,16000,92,130,,490,79,23,49,33,49,33,33,23,23,23,23,49,330,490,79,33
2010-10-28,,,,49,33,49,23,23,130,33,23,23,23,49,49,33,49,330,3500,,3500,1100,1100,790,490,23,130,49,33,33,79,33,9200,16000,16000,490,790
2010-11-04,,,,23,790,330,23,23,23,23,23,23,79,33,49,230,490,70,1300,,170,490,49,79,33,33,33,23,33,23,33,33,79,490,2400,23,49
2010-11-08,,,,23,23,23,23,23,23,23,23,130,79,79,49,5400,2400,33,130,,230,490,23,23,23,49,49,79,79,230,16000,49,490,16000,16000,330,330
2010-11-11,,,,33,49,33,23,23,23,23,33,33,23,49,490,2400,1400,3500,1300,,790,2400,2200,2400,460,490,230,490,230,33,330,490,16000,16000,16000,2200,3500
2010-11-18,,,,23,23,23,23,23,23,23,23,490,5400,79,2400,3500,2400,79,33,,79,23,23,23,23,33,49,490,70,49,49,33,490,16000,16000,1300,2400
2010-11-22,,,,130,23,23,79,23,23,23,23,79,130,130,5400,9200,5400,23,23,,23,33,230,23,79,23,230,23,49,330,23,33,230,16000,16000,3500,2400
2010-11-25,,,,23,23,23,49,23,23,23,23,49,23,33,3500,9200,16000,23,33,,33,33,70,49,3500,49,230,33,23,23,23,33,490,700,230,1300,5400
2010-11-29,,,,23,23,23,23,23,23,23,33,130,1300,230,230,170,330,33,33,,23,23,23,23,49,23,490,140,23,23,23,49,490,9200,5400,23,110
2010-12-02,,,,23,33,49,23,23,23,49,33,330,1300,49,330,3500,5400,23,33,,23,23,23,130,49,33,33,49,33,49,23,33,330,490,330,2400,490
2010-12-06,,,,23,33,23,33,490,23,79,33,23,23,230,490,3500,2400,1400,5400,,1700,1300,170,79,490,33,330,790,1700,490,3500,330,16000,16000,16000,16000,2400
2010-12-09,,,,23,79,79,23,23,33,49,170,790,23,,170,1700,2400,49,70,,33,23,330,23,33,23,49,240,23,33,1700,33,490,16000,3500,330,330
2010-12-13,,,,23,230,130,23,49,230,230,330,790,490,490,130,3500,790,23,33,,23,23,23,23,79,23,23,33,33,23,23,33,2400,16000,16000,330,330
2010-12-16,,,,23,330,330,23,23,23,33,130,3500,9200,,1300,2400,1300,790,1300,,790,790,1300,2400,330,2400,790,490,230,790,790,330,16000,16000,16000,5400,3500
2010-12-22,,,,33,23,23,23,23,23,23,23,49,33,33,33,16000,16000,33,33,,79,230,130,49,490,79,33,130,33,33,23,70,490,3500,5400,790,330
2010-12-29,790,49,23,33,1300,1300,49,49,33,79,23,330,3500,,490,9200,5400,790,490,,1300,790,490,490,490,230,490,130,230,79,3500,49,1300,16000,16000,790,330
2011-01-03,490,33,23,23,33,33,33,23,23,33,33,33,33,,9200,5400,16000,33,23,,5400,330,49,33,330,79,920,460,33,79,49,230,9200,16000,16000,5400,2400
2011-01-10,490,49,33,33,23,49,23,23,49,33,170,49,23,49,5400,3500,2400,23,110,,2400,49,23,49,79,170,110,330,23,33,49,23,140,460,330,170,49
2011-01-17,1300,23,23,33,,33,23,23,70,49,70,49,33,130,1400,16000,9200,49,23,,33,23,230,49,110,33,33,170,23,23,790,110,3500,16000,16000,490,1700
2011-01-24,49,23,23,33,23,23,23,23,23,23,130,170,49,79,230,16000,9200,79,49,,49,23,33,79,70,33,49,23,23,23,49,33,3500,2200,130,16000,9200
2011-01-31,3500,110,33,33,23,23,33,70,23,33,23,790,33,230,9200,1300,2400,330,49,,33,23,23,230,230,79,79,130,23,33,23,23,790,2400,1700,5400,5400
2011-02-07,5400,23,23,23,23,23,33,79,79,23,33,1300,790,230,79,330,1100,49,23,,33,33,33,70,330,49,33,79,130,1400,49,130,3500,130,490,330,70
2011-02-14,790,23,23,23,79,49,23,33,79,49,33,23,33,79,23,1700,5400,23,49,,33,23,79,33,49,23,33,110,70,49,23,70,790,790,790,130,330
