Data,BG000,GM000,GM001,PN000,PS001,PS000,BD000,BD002,BD003,BD005,BD007,BD009,BD010,JT000,PP010,GV001,GV002,VD000,LB000,LB001,LB003,IP003,IP010,IP006,AR000,PD000,CP100,CP004,CP005,CP008,LM002,VR000,UR000,BT000,BT001,FL000,FL004
2014-04-29,490,18,18,20,20,18,20,18,20,78,150,5400,16000,68,5400,5400,5400,45,220,490,180,78,130,78,130,18,20,18,33,20,20,78,16000,16000,16000,16000,16000
2014-05-05,45,45,18,18,45,20,20,18,20,78,18,330,490,490,78,1700,5400,3500,330,1700,4500,330,18,20,18,18,18,1300,18,78,18,18,330,16000,16000,180,330
2014-05-08,78,78,78,20,45,78,18,18,18,18,18,1300,1300,790,20,45,20,5400,45,45,330,3500,20,20,78,18,45,20,20,18,1300,78,2400,16000,16000,2400,2400
2014-05-12,45,18,18,18,18,18,230,170,490,490,410,16000,16000,1700,16000,16000,5400,490,45,490,330,170,230,130,20,45,20,20,49,20,20,78,3500,16000,16000,750,490
2014-05-15,490,18,20,20,45,45,45,78,18,45,62,230,330,78,130,1300,230,330,20,20,20,18,18,20,18,20,45,20,30,20,20,460,2400,16000,16000,16000,9200
2014-05-19,490,18,130,18,230,490,18,18,18,45,18,18,78,490,20,78,170,1300,790,330,1000,1100,1700,490,2800,68,18,18,18,18,78,1700,16000,16000,16000,16000,16000
2014-05-22,18,20,18,18,78,20,18,18,45,20,45,230,2400,18,20,20,18,490,2400,3500,4500,3500,5400,16000,2400,1300,18,18,18,18,20,20,9200,16000,16000,1000,2400
2014-05-26,330,18,18,18,1300,490,20,18,18,18,18,78,16000,230,230,1300,5400,1400,490,330,510,790,490,1300,490,230,490,700,230,170,490,45,16000,16000,16000,4500,2400
2014-05-29,490,18,18,18,330,490,18,18,18,45,18,5400,16000,,3500,3500,2400,330,230,230,130,490,330,130,230,230,78,130,130,45,230,230,2400,16000,16000,1900,2400
2014-06-02,45,490,1300,330,130,78,20,78,45,490,530,490,330,,78,230,330,330,330,330,200,45,18,18,18,18,78,18,20,18,18,45,330,16000,16000,280,230
2014-06-09,78,18,18,18,20,18,18,18,18,18,20,330,1300,2400,20,2200,3500,220,230,1300,750,230,45,20,230,45,20,18,45,18,18,18,490,16000,9200,380,220
2014-06-12,1300,110,68,20,18,18,18,18,18,16000,45,170,16000,45,490,490,490,3500,2800,2400,9200,20,20,18,20,18,18,18,18,20,18,78,2400,16000,16000,790,2400
2014-06-16,110,18,20,45,40,68,45,18,20,45,10,20,45,130,20,130,68,130,20,40,49,20,20,45,130,170,110,18,100,78,45,220,1700,16000,16000,2300,490
2014-06-23,330,20,18,18,130,78,20,45,78,18,18,16000,16000,45,130,93,45,490,490,330,230,490,230,18,20,18,20,20,20,18,18,45,330,16000,16000,1300,490
2014-06-26,93,18,18,18,20,110,18,18,18,18,18,330,1700,45,18,130,68,110,20,130,790,170,790,170,45,20,45,78,110,78,45,20,2800,16000,16000,2400,330
2014-06-30,230,18,18,45,20,20,18,18,18,18,20,330,490,230,45,230,330,20,18,20,600,20,18,20,18,18,20,140,45,18,18,18,790,16000,16000,1200,1300
2014-07-02,330,18,18,18,490,1300,18,18,18,18,18,18,18,130,40,230,1300,330,330,490,2400,130,78,230,45,45,20,18,330,78,45,2400,18,16000,2800,1300,2400
2014-07-07,490,18,20,20,20,18,230,40,20,18,45,16000,3500,78,130,20,20,170,45,20,45,68,110,45,40,45,20,68,18,20,18,18,490,16000,16000,630,330
2014-07-10,130,20,45,78,790,18,20,18,790,18,18,18,3500,490,230,790,490,230,2400,330,790,490,790,490,940,330,330,490,330,130,330,18,490,16000,16000,9200,2400
2014-07-14,230,20,20,45,18,18,18,230,130,490,78,5400,5400,230,2400,3500,2400,460,230,790,1300,78,18,78,20,20,130,20,45,130,20,20,230,16000,16000,490,330
2014-07-17,260,18,20,20,20,18,790,78,230,45,110,78,20,45,2400,460,790,270,1300,490,9200,20,20,18,20,20,110,20,18,18,18,45,490,16000,9200,230,490
2014-07-21,490,18,18,18,130,78,18,18,18,130,44,16000,16000,490,18,18,45,3500,78,170,78,3500,230,230,490,490,45,18,18,20,130,490,460,16000,16000,44,78
2014-07-24,790,130,490,330,230,230,45,20,20,330,490,16000,16000,45,20,45,130,140,330,3500,16000,18,20,18,18,18,130,18,18,18,18,20,310,16000,16000,490,490
2014-07-28,490,490,130,230,5400,3500,18,18,18,20,18,9200,9200,330,130,790,1300,78,9200,1300,790,78,330,130,78,230,790,1300,330,790,16000,330,16000,16000,16000,16000,16000
2014-07-31,78,18,18,45,18,20,18,20,20,20,45,490,790,230,490,5400,16000,78,2200,2200,9200,18,20,18,20,20,78,18,18,18,45,20,490,16000,16000,700,490
2014-08-04,78,18,18,20,45,45,18,20,68,20,1300,490,330,2400,490,330,230,18,18,18,3500,18,18,18,20,18,18,20,45,130,130,20,45,16000,16000,490,78
2014-08-07,130,18,18,78,790,490,18,18,18,18,18,16000,9200,45,18,130,78,18,170,45,280,1300,330,1300,230,45,20,20,33,18,18,45,130,16000,5400,20,45
2014-08-11,130,18,18,18,130,1300,18,18,18,78,18,330,1300,45,20,20,78,20,230,790,1900,700,790,230,110,20,18,18,18,18,18,18,230,16000,16000,280,330
2014-08-14,490,20,20,18,2400,3500,130,20,18,18,490,18,20,,130,18,130,490,3500,2400,4500,3500,1300,2400,2400,1300,130,20,20,45,230,78,2400,16000,16000,410,790
2014-08-18,130,230,490,230,230,330,45,18,78,18,20,220,130,,45,20,230,130,790,2400,2400,3500,45,18,18,45,18,45,20,18,18,20,20,16000,9200,20,18
2014-08-21,78,18,18,18,78,20,18,18,18,18,20,2400,9200,78,20,1300,490,330,790,3500,410,490,230,18,20,20,45,20,18,18,18,20,78,16000,16000,20,45
2014-08-25,230,18,18,78,18,40,18,18,18,20,18,490,9200,18,2400,2400,1700,230,18,18,20,20,18,20,18,45,40,18,20,18,18,18,78,16000,5400,4500,1300
2014-08-28,230,20,18,18,490,68,20,18,18,18,18,18,18,,78,330,330,130,16000,16000,9200,2400,16000,16000,5400,130,130,68,78,45,78,78,330,16000,16000,1000,1300
2014-09-01,330,45,20,78,20,20,20,78,170,110,100,330,790,,20,78,45,18,790,2400,3000,230,230,78,78,18,20,45,40,18,18,45,18,5400,790,20,18
2014-09-04,110,45,18,18,20,20,18,20,18,20,33,490,2400,,130,130,170,480,1200,330,560,330,230,330,790,78,78,490,280,490,490,230,790,16000,16000,230,140
2014-09-08,230,20,20,45,40,18,45,20,45,20,78,16000,16000,18,45,700,130,20,18,18,18,18,18,18,18,45,45,20,100,20,20,18,45,16000,490,100,130
2014-09-11,700,18,18,18,18,18,20,20,20,490,530,20,45,78,5400,16000,16000,230,45,18,20,18,130,45,3500,490,45,45,150,490,170,78,110,16000,16000,3600,2400
2014-09-15,490,20,18,18,18,18,18,78,78,330,490,490,490,,1300,16000,5400,68,20,18,18,45,18,20,45,130,18,20,45,230,40,170,78,3500,16000,1200,490
2014-09-18,490,18,18,18,330,18,18,18,45,20,18,16000,16000,18,20,490,490,45,78,78,9200,330,45,45,18,20,78,68,170,78,490,790,45,2400,5400,3000,5400
2014-09-22,3500,20,18,18,18,18,18,18,18,18,20,18,18,,78,230,130,1300,16000,1300,1500,3500,3500,5400,3500,790,20,18,78,20,45,130,230,16000,16000,250,330
2014-09-29,45,20,20,130,18,18,18,78,490,18,18,20,18,,78,5400,9200,78,78,20,18,18,1100,18,20,18,20,18,18,18,18,18,45,16000,9200,230,130
2014-10-02,18,18,5400,18,20,20,18,18,20,18,18,490,78,,18,130,2400,9200,9200,2400,3000,45,20,18,220,68,78,18,33,18,18,18,1300,490,790,250,230
2014-10-06,230,68,110,45,20,18,20,18,45,45,32,9200,9200,20,2400,3500,3500,18,18,18,20,18,18,18,18,18,18,18,18,18,18,18,18,16000,16000,18,18
2014-10-09,460,20,18,20,78,18,20,20,18,45,33,3500,2400,18,3500,2400,2400,68,18,18,62,45,18,20,18,130,170,20,68,20,78,20,2400,16000,16000,250,130
2014-10-13,130,18,20,45,20,18,45,18,18,20,18,220,170,2400,490,5400,5400,18,18,18,20,18,18,20,20,18,20,18,18,20,20,40,130,16000,16000,3500,3500
2014-10-16,350,350,20,68,18,18,18,45,18,18,18,790,720,78,1100,16000,11000,18,20,18,18,18,18,18,18,18,18,45,18,18,18,20,330,3500,1300,670,330
2014-10-20,33,20,18,18,18,18,78,18,20,18,18,18,45,490,18,16000,16000,68,18,45,20,20,20,18,20,20,230,790,1300,3500,330,78,790,16000,16000,1200,1100
2014-10-23,280,18,18,130,330,20,18,18,20,78,78,330,330,45,130,9200,16000,330,3500,2400,3500,45,20,18,18,78,18,20,18,18,18,18,230,16000,16000,1300,640
2014-10-27,1400,490,1300,18,18,18,18,20,20,18,18,330,230,110,330,5400,3500,16000,3500,230,170,330,790,790,45,20,18,18,45,18,18,170,230,5400,3500,170,130
2014-10-29,410,18,18,18,110,18,78,18,20,20,130,230,750,270,78,2200,4500,790,18,45,45,20,45,45,20,130,78,78,45,20,20,170,790,16000,5400,490,1300
2014-11-03,280,18,18,20,18,18,18,18,18,18,18,18,150,230,18,5400,16000,170,45,18,20,130,45,18,18,68,78,20,18,18,18,45,5400,16000,16000,790,490
2014-11-06,170,20,18,20,18,18,18,18,18,18,130,170,120,78,18,490,490,78,2400,9200,1400,230,330,330,78,490,20,20,18,18,20,20,790,16000,16000,9200,2400
2014-11-10,100,18,18,220,45,20,18,20,45,18,18,330,400,68,270,9200,3400,110,18,18,20,18,18,18,18,18,45,20,18,18,18,18,45,16000,16000,600,1300
2014-11-13,490,200,18,45,270,20,18,45,18,18,1700,460,330,790,1300,1300,2300,78,110,45,110,45,78,20,20,18,3500,18,18,18,68,18,61,3500,5400,560,3500
2014-11-17,150,18,18,18,18,18,18,45,20,18,45,3500,16000,18,16000,16000,16000,16000,230,130,230,220,490,700,330,78,78,18,20,18,18,18,3500,16000,16000,1400,330
2014-11-24,130,18,20,20,45,18,18,18,20,45,18,78,3800,330,230,1300,1000,78,78,40,45,110,20,78,20,18,490,790,9200,18,18,18,3500,16000,16000,16000,16000
2014-11-27,1800,18,18,18,68,490,18,18,20,18,20,1300,1100,1100,5400,16000,4500,2400,1300,3500,790,330,1700,490,790,490,170,78,230,790,490,78,490,16000,16000,3000,1700
2014-12-01,20,18,18,18,18,18,18,45,45,18,5400,16000,16000,5400,9200,9200,9200,220,170,18,20,18,18,18,20,18,45,20,78,18,18,45,490,16000,2400,410,170
2014-12-04,1200,68,130,20,18,18,18,20,18,45,230,460,820,270,16000,16000,16000,170,490,490,790,1700,1700,45,20,330,170,20,20,68,18,78,130,16000,16000,1400,790
2014-12-08,240,18,18,18,18,18,20,18,45,18,45,68,78,700,1300,2400,4500,18,18,18,18,110,3500,18,45,45,20,20,20,45,20,18,140,16000,16000,2900,3500
2014-12-11,11000,330,45,5400,20,40,78,45,110,18,18,45,33,110,1700,16000,11000,18,20,45,130,790,330,490,78,170,230,170,330,230,230,130,16000,16000,16000,100,130
2014-12-15,200,1300,18,18,20,18,18,18,20,18,18,18,20,490,2200,1700,3000,790,790,490,490,310,170,330,130,40,20,45,20,45,45,18,330,16000,5400,230,790
2014-12-17,59,110,20,18,20,20,18,18,20,20,18,5400,13000,230,790,1700,490,45,18,20,20,20,68,18,18,18,230,20,18,18,18,78,490,3500,2400,640,1300
2014-12-22,510,1300,18,45,20,20,20,18,18,45,20,170,170,130,630,9200,16000,330,40,18,20,18,170,330,18,18,130,45,110,18,18,18,5400,1700,140,2600,1300
2014-12-29,790,330,78,18,40,68,170,20,20,18,170,1100,790,45,5400,5400,2000,1300,45,18,45,40,20,20,68,20,18,110,78,20,20,45,45,16000,3500,75,130
2015-01-05,1000,20,45,45,110,18,61,45,20,18,40,45,69,130,93,93,18,3500,16000,16000,16000,16000,5400,9200,2400,700,490,230,330,2400,790,78,1300,16000,16000,16000,16000
2015-01-08,280,5400,78,18,20,18,18,18,18,170,78,18,20,18,130,5400,1700,20,18,18,40,20,330,9200,140,110,1400,130,330,45,20,18,3500,110,490,16000,330
2015-01-12,490,230,330,18,78,18,18,18,20,18,18,1300,490,790,78,5400,16000,490,18,18,490,130,130,270,110,45,220,18,78,170,45,330,330,5400,3500,150,78
2015-01-15,1400,130,790,330,40,18,1300,18,18,20,18,9200,790,330,9200,5400,4500,3500,400,230,45,68,45,78,18,18,120,40,140,68,18,18,78,16000,16000,78,78
2015-01-21,16000,45,20,18,18,18,20,18,18,20,20,18,20,45,18,20,3000,490,18,45,330,20,40,20,230,20,78,68,220,790,45,490,490,9200,5400,140,490
2015-01-26,130,18,18,18,78,45,330,18,18,18,130,490,640,3500,790,16000,16000,20,18,130,45,78,45,230,45,9200,18,18,790,490,20,18,130,16000,16000,2400,5400
2015-01-29,130,20,45,18,330,20,18,45,18,18,18,1300,1300,45,330,16000,16000,130,45,20,45,45,45,130,45,18,78,18,2400,1300,20,78,78,3500,9200,2400,790
2015-02-02,2400,20,18,45,790,2400,18,18,18,330,1700,16000,16000,16000,1700,16000,16000,1700,16000,9200,5400,1300,1100,1300,490,45,170,490,45,18,18,130,16000,16000,16000,16000,16000
2015-02-05,490,20,18,18,700,490,18,20,130,20,330,330,560,490,16000,16000,16000,78,45,20,18,40,45,170,230,230,5400,3500,790,170,330,20,2400,16000,16000,16000,790
2015-02-09,4450,18,18,1300,16000,9200,18,18,18,790,20,18,88,460,110,130,640,2400,2400,790,170,700,130,490,790,230,230,20,18,18,20,18,490,16000,16000,480,330
2015-02-11,2400,790,45,20,16000,3500,20,700,330,170,330,2200,410,790,2400,16000,16000,20,18,20,78,78,45,20,18,18,330,45,18,18,45,20,2400,16000,16000,7300,490
2015-02-19,640,2400,130,45,78,18,45,18,130,78,490,130,180,330,9200,16000,16000,45,20,18,45,490,20,45,45,130,230,20,20,45,78,45,2400,16000,16000,16000,16000
2015-02-23,45,490,18,18,3500,18,20,18,18,18,18,78,20,45,45,3500,7300,18,18,18,18,18,20,18,78,45,330,130,18,20,18,130,330,16000,16000,5400,9200
2015-02-26,510,20,18,78,18,260,18,18,18,20,45,20,120,130,18,3500,16000,45,110,140,45,61,68,700,78,18,110,490,18,40,230,45,68,16000,16000,820,1300
2015-03-02,640,45,18,18,18,45,18,18,45,20,20,5400,16000,130,18,45,130,16000,5400,1300,790,130,490,130,20,110,110,20,110,20,45,490,16000,16000,16000,5400,2400
2015-03-05,330,110,18,18,20,20,18,230,45,110,20,790,3000,20,330,1300,16000,40,20,18,20,20,45,18,18,18,2400,490,18,18,20,18,20,16000,16000,16000,3500
2015-03-09,16000,490,45,18,18,20,78,18,18,18,18,790,820,790,790,16000,16000,16000,16000,3500,5400,1700,5400,3500,170,1400,140,20,18,20,92,20,2400,16000,16000,16000,16000
2015-03-12,790,45,18,18,18,18,18,18,18,18,18,18,18,2400,18,2400,7300,18,78,78,40,110,20,45,78,18,18,78,20,18,20,140,330,16000,16000,16000,16000
2015-03-16,800,18,18,18,18,230,18,18,18,78,78,9200,410,20,16000,16000,16000,18,20,110,20,18,18,18,20,18,230,45,130,330,45,18,490,16000,16000,11000,5400
2015-03-19,330,130,20,18,18,45,18,18,18,20,18,230,750,18,490,16000,9800,20,18,18,45,20,18,20,18,2400,16000,45,45,45,700,78,78,16000,16000,5400,3500
2015-03-23,3800,130,18,20,18,20,18,18,78,78,18,68,85,330,460,1300,4500,16000,16000,16000,16000,16000,16000,16000,16000,2200,3500,1700,1300,790,1300,490,16000,16000,16000,16000,16000
2015-03-26,110,18,18,18,18,20,18,18,18,20,45,2400,640,490,330,9200,16000,20,78,20,18,18,20,18,18,78,45,20,78,78,20,78,5400,16000,16000,9200,3500
2015-03-31,78,45,45,330,490,330,1300,78,230,230,9200,16000,16000,790,9200,16000,16000,18,18,18,18,18,18,18,20,18,490,18,20,20,20,18,2400,16000,16000,4500,2400
2015-04-06,3500,78,78,20,9200,9200,18,18,20,130,790,230,410,490,330,16000,16000,16000,16000,9200,3500,3500,5400,5400,790,130,20,45,18,18,18,18,16000,16000,16000,16000,16000
2015-04-09,130,18,18,18,45,790,78,20,20,45,45,45,45,45,2400,16000,16000,330,20,45,45,18,18,20,20,18,20,18,18,20,18,20,18,3500,3500,16000,16000
2015-04-13,120,18,18,18,18,18,18,18,18,45,18,330,6000,18,5400,16000,11000,18,18,18,18,220,18,18,18,18,78,18,18,18,20,18,1100,16000,16000,4500,5400
2015-04-16,790,18,18,18,45,230,18,18,18,330,490,16000,5400,490,490,3500,16000,20,18,20,45,20,20,20,18,45,130,40,18,18,20,20,2400,16000,16000,2400,2400
2015-04-22,1500,5400,45,18,230,230,18,18,18,18,18,18,18,330,1300,9200,13000,110,40,20,18,18,18,20,3500,20,45,20,40,18,18,20,490,16000,16000,16000,16000
2015-04-27,330,45,18,20,1700,2200,40,18,18,18,18,3500,16000,130,9200,16000,16000,230,1300,18,18,40,18,18,18,45,18,330,40,18,18,170,170,16000,16000,2600,3500
2015-04-29,330,18,18,20,330,1300,18,18,18,45,330,16000,16000,2400,3500,16000,16000,110,20,20,16000,18,18,20,20,18,18,20,18,18,45,130,2400,16000,1300,1000,2400
2015-05-04,350,45,18,78,18,20,18,330,1100,130,230,3500,6400,45,3500,16000,16000,20,110,78,78,18,230,130,78,18,20,20,20,20,20,20,2400,16000,16000,4500,16000
2015-05-07,20,490,18,18,490,1300,18,18,18,18,18,18,43,490,230,78,640,330,460,170,110,68,45,18,20,20,40,68,18,18,40,78,2400,2400,16000,16000,16000
2015-05-11,280,20,20,18,45,18,20,130,230,78,18,790,2400,1300,790,16000,16000,490,68,170,330,40,78,18,18,18,78,18,18,20,18,18,16000,16000,3500,120,93
2015-05-14,410,20,20,45,18,20,20,78,20,490,5400,9200,2400,,1900,16000,5400,20,45,45,45,18,20,20,18,18,45,20,18,45,20,78,16000,16000,16000,16000,16000
2015-05-18,1400,18,45,20,18,20,20,78,170,790,68,5400,9200,78,11000,16000,16000,78,130,130,230,230,330,490,230,230,68,78,790,230,490,45,1300,16000,16000,7300,16000
2015-05-21,18,18,18,18,18,20,18,18,18,230,790,78,20,78,3500,16000,9200,490,45,20,330,45,18,45,45,45,20,45,20,18,18,78,2400,16000,16000,13000,16000
2015-05-25,45,18,18,18,18,18,230,20,45,20,18,18,18,340,590,3500,3500,330,78,130,2400,18,490,20,18,18,18,18,18,18,18,18,45,16000,16000,230,490
2015-05-28,280,18,20,18,45,20,18,18,18,18,18,3500,3500,130,78,9200,5400,130,78,230,130,230,330,130,45,78,130,78,130,20,78,78,130,16000,5400,5400,2400
2015-06-01,490,20,18,18,18,20,18,18,18,45,18,18,5400,1300,230,78,330,230,2400,2400,2400,1300,3500,5400,2400,490,45,20,230,20,18,18,5400,16000,16000,16000,3500
2015-06-08,180,18,18,18,18,18,18,18,18,18,18,2400,490,2400,1000,5400,9200,18,18,490,16000,78,20,20,45,330,78,20,18,45,18,18,490,16000,16000,130,78
2015-06-11,750,18,18,18,20,20,18,18,18,20,18,18,16000,330,11000,16000,16000,130,18,18,68,20,18,20,45,1100,5400,3500,390,40,3500,40,45,16000,16000,13000,3500
2015-06-15,100,18,790,1300,78,130,18,20,18,18,330,330,260,20,100,1300,330,130,130,45,20,18,18,18,18,18,45,18,18,18,18,18,230,16000,16000,280,18
2015-06-18,94,18,20,18,330,490,18,18,18,18,230,130,230,790,88,16000,9200,490,2400,3500,3500,3500,5400,490,790,78,20,20,3500,230,45,20,490,16000,16000,2400,2400
2015-06-22,410,20,18,78,130,490,20,18,20,78,330,1300,2400,,16000,16000,16000,18,18,45,18,45,18,18,20,45,45,20,18,20,20,20,2400,16000,16000,490,490
2015-06-25,350,78,45,18,1300,16000,230,20,18,18,18,18,16000,,45,790,3500,790,16000,2400,3500,1300,2400,1100,790,490,5400,230,790,170,110,68,16000,16000,16000,16000,16000
2015-06-29,410,330,490,330,230,330,130,18,78,130,130,16000,16000,20,13000,9200,5400,45,78,45,1100,20,20,18,18,45,18,18,18,18,18,18,3500,16000,16000,9100,3500
2015-07-02,1500,18,18,18,18,18,18,18,18,18,18,130,230,130,20,3500,9200,78,78,18,20,20,170,130,220,1100,490,490,78,78,230,130,16000,16000,16000,16000,16000
2015-07-06,410,20,20,45,40,20,18,18,45,45,230,20,78,,360,130,78,790,16000,16000,9200,16000,5400,1300,1300,1300,330,230,230,490,230,78,5400,16000,16000,9200,16000
2015-07-09,360,20,20,78,20,130,18,18,40,18,790,1300,790,2400,180,2400,3500,20,45,20,45,20,18,18,18,20,78,18,20,20,20,18,1300,16000,16000,45,490
2015-07-13,180,20,20,20,3500,20,20,18,20,18,18,5400,2400,45,520,5400,16000,18,20,330,45,18,18,20,18,78,18,20,3500,20,18,20,490,16000,16000,2400,1300
2015-07-16,640,20,78,18,20,18,18,2400,9200,20,18,1300,78,18,1900,16000,16000,130,490,330,330,2400,130,230,78,130,20,45,20,45,330,18,490,16000,16000,5400,1300
2015-07-20,5300,40,170,18,18,170,20,18,20,20,18,230,78,330,800,9200,16000,45,20,45,20,45,1100,330,45,20,1300,18,18,18,18,18,130,16000,16000,4500,3500
2015-07-23,1000,45,45,18,18,20,18,18,20,20,45,78,330,,62,2400,16000,3500,3500,9200,1300,3500,790,3500,790,1300,2400,1300,790,1300,490,1300,16000,16000,16000,16000,16000
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,78,110,230,330,,,,,,,
2015-07-27,100,45,20,18,330,130,700,18,490,18,18,130,460,,200,790,700,3500,110,9200,170,140,140,130,20,220,110,18,20,18,45,78,490,16000,16000,9200,16000
2015-07-30,78,20,18,45,18,61,18,20,18,20,20,3500,16000,45,6400,9200,9200,18,230,170,1700,45,18,18,20,20,18,1300,18,20,18,230,3500,16000,16000,7300,9200
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,40,18,18,140,,,,,,,
2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,65,20,78,18,,,,,,,
2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,20,40,,,,,,,
2015-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,790,20,20,45,,,,,,,
2015-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,330,40,,,,,,,,,
2015-08-03,1000,18,20,20,45,45,18,20,230,490,330,130,230,330,5400,5400,9200,18,18,18,20,18,18,18,18,18,130,45,78,20,18,20,330,16000,16000,2400,2400
2015-08-06,130,18,18,18,18,20,18,18,18,18,18,790,490,790,18,78,78,45,18,18,18,230,45,18,18,130,20,20,18,18,45,18,330,16000,16000,45,1300
2015-08-10,130,490,330,490,230,230,78,45,20,45,9200,16000,16000,78,4500,16000,16000,20,18,45,18,78,20,45,78,20,18,18,18,18,18,45,45,2400,16000,7300,16000
2015-08-13,140,20,20,40,45,45,20,18,45,20,45,9200,16000,130,280,790,790,9200,16000,16000,9200,3500,9200,3500,2400,790,20,45,78,78,20,20,2400,16000,16000,9200,9200
2015-08-17,790,18,20,18,18,18,18,18,18,18,45,130,130,330,380,1300,1300,20,18,18,20,18,18,18,20,18,330,18,18,20,18,230,230,16000,16000,1900,3500
2015-08-18,,,,,,,,,,,,,,,,,,,20,18,18,18,18,220,18,18,20,18,18,20,18,,,,,,
2015-08-19,1300,18,18,20,18,18,18,18,18,18,20,20,20,78,360,9200,5400,18,18,18,18,45,45,330,330,20,45,18,20,45,20,18,3500,9200,16000,510,330
2015-08-24,280,230,110,110,78,20,18,170,170,130,130,3500,1700,490,62,330,330,20,45,18,18,18,18,18,18,18,18,18,18,18,18,20,110,2400,2400,120,170
2015-08-27,170,20,18,18,18,92,230,630,270,230,230,9200,16000,230,360,230,2400,68,20,45,20,45,130,790,45,18,78,18,20,20,18,700,230,16000,16000,2400,5400
2015-08-31,170,20,18,18,18,18,18,20,230,490,20,78,78,,180,130,330,18,20,78,18,20,20,45,20,45,45,45,20,20,18,20,20,2400,2200,410,230
2015-09-03,2000,40,45,45,68,45,18,18,18,18,20,20,18,,49,20,1300,330,700,490,790,330,490,330,490,230,700,490,1100,790,700,1300,1700,16000,16000,490,330
2015-09-08,45,45,20,20,20,18,18,20,20,170,130,5400,2400,,1900,16000,5400,45,45,20,20,18,20,18,20,20,20,20,18,18,20,78,3500,1700,1700,200,790
2015-09-10,62,18,68,78,1400,490,18,40,18,18,3500,3500,2400,,20,1100,2400,18,20,20,20,20,45,45,40,18,20,18,20,18,20,230,110,2400,16000,120,460
2015-09-14,460,78,130,20,1700,1700,20,330,230,330,170,490,1300,,73,18,18,68,5400,3500,330,460,230,790,490,700,490,490,490,700,2400,130,16000,16000,16000,3400,5400
2015-09-16,88,18,20,330,18,18,18,18,18,18,45,1400,3500,230,20,20,130,130,18,78,490,20,18,18,18,18,45,78,18,18,18,18,130,16000,16000,470,230
2015-09-21,820,78,18,18,40,78,18,18,18,18,18,140,18,130,23,130,220,340,20,18,18,18,18,18,18,20,18,18,20,40,45,18,490,16000,2400,7300,5400
2015-09-23,100,18,18,45,700,1100,18,18,18,18,18,490,2400,490,62,330,1100,18,20,18,20,18,18,18,18,18,20,45,18,18,20,20,20,16000,16000,16000,2400
2015-09-28,410,20,18,18,45,20,20,18,18,18,130,170,9200,45,3500,16000,2400,16000,16000,9200,3500,490,330,130,45,20,18,45,18,45,18,110,140,16000,16000,13000,16000
2015-10-01,280,18,18,18,20,20,20,18,18,18,18,18,18,18,18,45,78,490,45,480,220,45,20,18,45,20,68,460,18,78,18,78,2800,16000,16000,1300,1300
2015-10-05,410,18,18,18,20,18,20,18,18,18,110,20,790,,78,790,68,16000,9200,16000,5400,9200,5400,3500,16000,790,9200,78,18,78,130,1700,16000,16000,16000,9100,170
2015-10-08,410,110,330,790,20,78,18,130,130,330,2400,16000,16000,2400,20,78,130,18,45,20,20,18,18,230,18,20,20,18,20,20,18,18,170,16000,2400,120,130
2015-10-13,410,18,20,230,20,18,18,18,78,20,18,78,490,230,230,1700,1300,490,78,3500,9200,45,18,40,20,18,110,20,45,18,18,45,330,16000,16000,120,230
2015-10-15,360,18,20,18,330,2400,20,18,18,18,18,45,130,18,360,5400,490,18,20,2800,230,18,20,78,18,45,18,18,18,18,18,18,270,16000,16000,3000,3500
2015-10-19,1000,18,20,18,18,40,18,18,18,20,170,130,78,,45,330,16000,16000,16000,16000,16000,16000,16000,16000,1300,1300,230,130,78,130,45,40,3500,16000,16000,16000,9200
2015-10-22,640,18,45,18,18,18,18,18,20,18,110,700,2400,1300,20,1100,1700,20,170,130,130,18,18,18,78,20,18,20,45,18,18,18,790,16000,16000,4500,5400
2015-10-26,150,18,18,18,330,45,20,18,18,18,18,18,5400,230,18,18,170,18,45,18,18,18,20,20,45,20,78,20,45,78,110,170,3500,16000,16000,16000,16000
2015-10-28,490,18,18,18,18,18,18,18,18,18,330,1300,2400,230,1900,5400,9200,3500,9200,2400,1300,18,18,20,18,18,18,45,20,20,18,20,2400,16000,2400,490,1300
2015-11-03,820,18,20,18,18,18,20,20,18,20,230,490,2400,330,410,1700,2200,790,490,1700,700,18,45,18,330,45,20,18,20,20,78,18,5400,16000,16000,640,5400
2015-11-05,180,18,18,20,110,170,18,18,18,18,20,18,1300,130,2000,5400,5400,130,1100,1300,220,1700,330,220,1100,170,18,20,20,78,1700,110,9200,16000,16000,1700,9200
2015-11-09,280,18,18,18,18,18,18,18,18,45,130,230,2400,16000,1000,1300,5400,5400,1300,1100,790,5400,3500,2200,3500,790,330,490,330,490,230,490,5800,16000,16000,6400,5400
2015-11-12,440,40,18,45,18,45,18,18,18,18,18,18,18,78,100,790,790,18,130,140,330,20,20,20,140,18,18,18,18,18,20,20,5800,2400,2400,820,170
2015-11-16,720,18,40,18,18,18,230,18,18,20,18,18,18,18,470,330,490,16000,16000,230,16000,3500,2400,1300,490,330,460,110,78,18,170,790,5400,16000,16000,3400,2400
